theta_deg,a,ff_plus,ff_cross,mismatch_plus,mismatch_cross,snr_ratio_plus,snr_ratio_cross,required_snr_plus,required_snr_cross,rho_dir_plus,rho_dir_cross,rho_obs_plus,rho_obs_cross,optimized,theta_mode
30.0,0.0,0.9480803237989249,0.9470159312704266,0.05191967620107507,0.0529840687295734,1.1908795421702907,1.1937490868325322,14.061950999285443,13.923794103523532,104.8292034921751,103.7540037516709,124.8389538608377,123.85624723377624,False,exact
