theta_deg,a,ff_plus,ff_cross,mismatch_plus,mismatch_cross,snr_ratio_plus,snr_ratio_cross,required_snr_plus,required_snr_cross,rho_dir_plus,rho_dir_cross,rho_obs_plus,rho_obs_cross,optimized,theta_mode
30.0,0.0,0.9466158672417331,0.9466097839342806,0.05338413275826692,0.053390216065719365,1.2298831664001408,1.2332721335301302,13.872948445594576,13.872179753570174,107.64790957602662,106.54379926529052,132.39435188571966,131.39749863431075,True,exact
