theta_deg,a,ff_plus,ff_cross,mismatch_plus,mismatch_cross,snr_ratio_plus,snr_ratio_cross,required_snr_plus,required_snr_cross,rho_dir_plus,rho_dir_cross,rho_obs_plus,rho_obs_cross,optimized,theta_mode
44.75,0.99,0.9832554775254899,0.9809399176640192,0.016744522474510082,0.019060082335980777,0.9960212128049653,0.9974522445522932,24.540832049412174,23.015316941629074,92.53803486637734,87.37139553978503,92.16984571819732,87.14879459082479,True,anchor
44.75,0.999,0.9832463568094267,0.9809647366945788,0.016753643190573264,0.019035263305421157,0.9959707476038533,0.997397883606386,24.53420751633587,23.030171984482983,92.53803486637734,87.37139553978503,92.16517576765729,87.14404499911802,True,anchor
52.125,-0.99,0.9956178804466118,0.9943548423105919,0.004382119553388186,0.005645157689408098,1.004245642472878,1.0054474258708992,47.82271118246751,42.14788077974136,84.69881179950104,75.53079759409074,85.0584126722793,75.94224601495445,True,anchor
52.125,0.0,0.9964227295266589,0.9953823627407477,0.00357727047334111,0.00461763725925235,1.0039545961561083,1.0050087181265486,52.9191495359253,46.58992661731294,84.69881179950104,75.53079759409074,85.03376139507029,75.90911006911294,True,anchor
52.125,0.8,0.9972034975652434,0.9964412556084044,0.002796502434756598,0.0035587443915956474,1.0034140569197052,1.0040656766063343,59.84064114125789,53.05646759648455,84.69881179950104,75.53079759409074,84.98797836401594,75.83788139092681,True,anchor
52.125,0.99,0.9972209332015708,0.9964804317163862,0.0027790667984292083,0.003519568283613772,1.0030976144673032,1.0039994824737932,60.027803236789474,53.35041120935154,84.69881179950104,75.53079759409074,84.96117606429456,75.83288169529993,True,anchor
52.125,0.999,0.9972052767543439,0.9964614271976225,0.0027947232456561055,0.00353857280237746,1.0033727879754022,1.0042817074284693,59.8596594550333,53.20720775914609,84.69881179950104,75.53079759409074,84.98448293346925,75.85419837122758,True,anchor
59.5,-0.99,0.9876069866472204,0.9818642696841979,0.012393013352779647,0.018135730315802068,1.0125453149605734,1.0186381584823925,28.494515811054907,23.589053713612074,77.35856759034695,62.44050720269535,78.32905518566666,63.60428327166015,True,anchor
59.5,0.0,0.9869906864389376,0.9809802021090782,0.013009313561062386,0.019019797890921786,1.0132760547566702,1.019678008037572,27.815693442808566,23.03944331626565,77.35856759034695,62.44050720269535,78.38558416957396,63.66921200530006,True,anchor
59.5,0.8,0.9858733479629429,0.9794876191879067,0.014126652037057097,0.020512380812093278,1.0147023354629092,1.0215281421887326,26.700512671497233,22.19374376566392,77.35856759034695,62.44050720269535,78.49591920199038,63.78473532009155,True,anchor
